CID,CanonicalSMILES
DB00261,C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31
CID100002215,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
DB00548,C(CCCC(=O)O)CCCC(=O)O
CID100002551,C[N+](C)(C)CCOC(=O)N
DB00291,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
DB00608,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
DB00672,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
DB00882,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
CID100002949,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
CID100003066,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
DB00903,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
CID100003381,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
DB00920,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
CID100003914,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
DB00784,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
DB00457,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
DB00799,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
DB01124,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
DB00632,CCCCCCCCCCCCCCCCCCCCCCO
CID100040976,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CID100054808,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl
DB01194,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
CID100072938,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
DB00998,CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
CID100444033,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6
CID105362070,C1=CC(=CC=C1C(=O)NCCC(=O)O)NN=C2C=CC(=O)C(=C2)C(=O)O
DB00460,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
CID100002177,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
CID100003928,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
DB00201,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CID100005297,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
CID100001134,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
DB00442,C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N
DB00543,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DB00358,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
CID100004727,CC(C)(C(C(=O)O)N)S
DB00593,CCC1(CC(=O)NC1=O)C
DB00323,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
DB00879,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
CID100002675,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
DB00280,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
CID100003384,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
CID100004739,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
CID100005721,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
DB00550,CCCC1=CC(=O)NC(=S)N1
DB00740,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
DB01151,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
DB00809,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
CID100004140,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DB00822,CCN(CC)C(=S)SSC(=S)N(CC)CC
CID100039860,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
DB00419,CCCCN1CC(C(C(C1CO)O)O)O
CID100005052,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
DB00934,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
